,Sites,Data da Coleta,Data da Viagem,Destino,Empresa,Turno,Precos
749,Decolar,2018-07-31,2018-08-28,BSB-VIX,TAM,N,278
750,Decolar,2018-07-31,2018-08-28,BSB-VIX,GOL,M,489
751,Decolar,2018-07-31,2018-08-28,BSB-VIX,GOL,T,489
752,Decolar,2018-07-31,2018-08-28,BSB-VIX,GOL,N,489
753,Decolar,2018-07-31,2018-08-28,BSB-VIX,AZUL,M,248
754,Decolar,2018-07-31,2018-08-28,BSB-VIX,AZUL,T,489
755,Decolar,2018-07-31,2018-08-28,BSB-VIX,AZUL,N,489
756,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,TAM,M,242
757,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,TAM,T,242
758,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,TAM,N,243
759,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,GOL,M,242
760,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,GOL,T,
761,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,GOL,N,242
762,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,AZUL,M,266
763,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,AZUL,T,266
764,ViajaNet,2018-01-30,2018-02-27,SAO-VIX,AZUL,N,216
765,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,TAM,M,298
766,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,TAM,T,227
767,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,TAM,N,298
768,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,GOL,M,403
769,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,GOL,T,403
770,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,GOL,N,278
771,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,AZUL,M,258
772,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,AZUL,T,308
773,ViajaNet,2018-02-27,2018-03-27,SAO-VIX,AZUL,N,258
774,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,TAM,M,217
775,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,TAM,T,193
776,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,TAM,N,260
777,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,GOL,M,145
778,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,GOL,T,-
779,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,GOL,N,260
780,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,AZUL,M,232
781,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,AZUL,T,204
782,ViajaNet,2018-03-27,2018-04-24,SAO-VIX,AZUL,N,232
783,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,TAM,M,
784,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,TAM,T,
785,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,TAM,N,
786,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,GOL,M,200
787,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,GOL,T,
788,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,GOL,N,268
789,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,AZUL,M,229
790,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,AZUL,T,191
791,ViajaNet,2018-04-24,2018-05-29,SAO-VIX,AZUL,N,210
792,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,TAM,M,212
793,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,TAM,T,212
794,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,TAM,N,268
795,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,GOL,M,213
796,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,GOL,T,-
797,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,GOL,N,268
798,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,AZUL,M,248
799,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,AZUL,T,202
800,ViajaNet,2018-05-29,2018-06-26,SAO-VIX,AZUL,N,248
801,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,TAM,M,214
802,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,TAM,T,214
803,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,TAM,N,312
804,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,GOL,M,214
805,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,GOL,T,-
806,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,GOL,N,214
807,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,AZUL,M,264
808,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,AZUL,T,312
809,ViajaNet,2018-07-31,2018-08-28,SAO-VIX,AZUL,N,264
810,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,TAM,M,195
811,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,TAM,T,195
812,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,TAM,N,195
813,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,GOL,M,219
814,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,GOL,T,219
815,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,GOL,N,219
816,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,AZUL,M,197
817,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,AZUL,T,197
818,ViajaNet,2018-01-30,2018-02-27,BHZ-VIX,AZUL,N,251
819,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,TAM,M,183
820,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,TAM,T,183
821,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,TAM,N,183
822,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,GOL,M,219
823,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,GOL,T,289
824,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,GOL,N,219
825,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,AZUL,M,239
826,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,AZUL,T,251
827,ViajaNet,2018-02-27,2018-03-27,BHZ-VIX,AZUL,N,251
828,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,TAM,M,183
829,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,TAM,T,183
830,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,TAM,N,183
831,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,GOL,M,294
832,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,GOL,T,288
833,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,GOL,N,294
834,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,AZUL,M,184
835,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,AZUL,T,251
836,ViajaNet,2018-03-27,2018-04-24,BHZ-VIX,AZUL,N,251
837,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,TAM,M,
838,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,TAM,T,
839,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,TAM,N,
840,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,GOL,M,219
841,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,GOL,T,473
842,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,GOL,N,219
843,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,AZUL,M,186
844,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,AZUL,T,186
845,ViajaNet,2018-04-24,2018-05-29,BHZ-VIX,AZUL,N,186
846,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,TAM,M,205
847,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,TAM,T,205
848,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,TAM,N,218
849,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,GOL,M,220
850,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,GOL,T,486
851,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,GOL,N,220
852,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,AZUL,M,195
853,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,AZUL,T,195
854,ViajaNet,2018-05-29,2018-06-26,BHZ-VIX,AZUL,N,195
855,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,TAM,M,201
856,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,TAM,T,201
857,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,TAM,N,414
858,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,GOL,M,287
859,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,GOL,T,-
860,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,GOL,N,287
861,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,AZUL,M,277
862,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,AZUL,T,201
863,ViajaNet,2018-07-31,2018-08-28,BHZ-VIX,AZUL,N,201
864,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,TAM,M,332
865,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,TAM,T,332
866,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,TAM,N,332
867,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,GOL,M,290
868,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,GOL,T,290
869,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,GOL,N,290
870,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,AZUL,M,281
871,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,AZUL,T,281
872,ViajaNet,2018-01-30,2018-02-27,RIO-VIX,AZUL,N,281
873,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,TAM,M,261
874,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,TAM,T,261
875,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,TAM,N,261
876,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,GOL,M,261
877,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,GOL,T,204
878,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,GOL,N,204
879,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,AZUL,M,194
880,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,AZUL,T,239
881,ViajaNet,2018-02-27,2018-03-27,RIO-VIX,AZUL,N,251
882,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,TAM,M,204
883,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,TAM,T,226
884,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,TAM,N,305
885,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,GOL,M,204
886,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,GOL,T,204
887,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,GOL,N,204
888,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,AZUL,M,181
889,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,AZUL,T,181
890,ViajaNet,2018-03-27,2018-04-24,RIO-VIX,AZUL,N,296
891,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,TAM,M,217
892,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,TAM,T,238
893,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,TAM,N,238
894,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,GOL,M,180
895,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,GOL,T,180
896,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,GOL,N,180
897,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,AZUL,M,161
898,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,AZUL,T,340
899,ViajaNet,2018-04-24,2018-05-29,RIO-VIX,AZUL,N,195
900,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,TAM,M,255
901,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,TAM,T,255
902,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,TAM,N,255
903,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,GOL,M,231
904,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,GOL,T,231
905,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,GOL,N,231
906,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,AZUL,M,177
907,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,AZUL,T,177
908,ViajaNet,2018-05-29,2018-06-26,RIO-VIX,AZUL,N,221
909,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,TAM,M,304
910,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,TAM,T,352
911,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,TAM,N,352
912,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,GOL,M,256
913,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,GOL,T,256
914,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,GOL,N,256
915,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,AZUL,M,238
916,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,AZUL,T,306
917,ViajaNet,2018-07-31,2018-08-28,RIO-VIX,AZUL,N,256
918,ViajaNet,2018-01-30,2018-02-27,REC-VIX,TAM,M,845
919,ViajaNet,2018-01-30,2018-02-27,REC-VIX,TAM,T,816
920,ViajaNet,2018-01-30,2018-02-27,REC-VIX,TAM,N,844
921,ViajaNet,2018-01-30,2018-02-27,REC-VIX,GOL,M,1458
922,ViajaNet,2018-01-30,2018-02-27,REC-VIX,GOL,T,571
923,ViajaNet,2018-01-30,2018-02-27,REC-VIX,GOL,N,-
924,ViajaNet,2018-01-30,2018-02-27,REC-VIX,AZUL,M,572
925,ViajaNet,2018-01-30,2018-02-27,REC-VIX,AZUL,T,707
926,ViajaNet,2018-01-30,2018-02-27,REC-VIX,AZUL,N,888
927,ViajaNet,2018-02-27,2018-03-27,REC-VIX,TAM,M,2233
928,ViajaNet,2018-02-27,2018-03-27,REC-VIX,TAM,T,1603
929,ViajaNet,2018-02-27,2018-03-27,REC-VIX,TAM,N,2650
930,ViajaNet,2018-02-27,2018-03-27,REC-VIX,GOL,M,1315
931,ViajaNet,2018-02-27,2018-03-27,REC-VIX,GOL,T,936
932,ViajaNet,2018-02-27,2018-03-27,REC-VIX,GOL,N,
933,ViajaNet,2018-02-27,2018-03-27,REC-VIX,AZUL,M,520
934,ViajaNet,2018-02-27,2018-03-27,REC-VIX,AZUL,T,520
935,ViajaNet,2018-02-27,2018-03-27,REC-VIX,AZUL,N,
936,ViajaNet,2018-03-27,2018-04-24,REC-VIX,TAM,M,534
937,ViajaNet,2018-03-27,2018-04-24,REC-VIX,TAM,T,565
938,ViajaNet,2018-03-27,2018-04-24,REC-VIX,TAM,N,562
939,ViajaNet,2018-03-27,2018-04-24,REC-VIX,GOL,M,1441
940,ViajaNet,2018-03-27,2018-04-24,REC-VIX,GOL,T,1441
941,ViajaNet,2018-03-27,2018-04-24,REC-VIX,GOL,N,-
942,ViajaNet,2018-03-27,2018-04-24,REC-VIX,AZUL,M,465
943,ViajaNet,2018-03-27,2018-04-24,REC-VIX,AZUL,T,873
944,ViajaNet,2018-03-27,2018-04-24,REC-VIX,AZUL,N,696
945,ViajaNet,2018-04-24,2018-05-29,REC-VIX,TAM,M,
946,ViajaNet,2018-04-24,2018-05-29,REC-VIX,TAM,T,
947,ViajaNet,2018-04-24,2018-05-29,REC-VIX,TAM,N,
948,ViajaNet,2018-04-24,2018-05-29,REC-VIX,GOL,M,715
949,ViajaNet,2018-04-24,2018-05-29,REC-VIX,GOL,T,538
950,ViajaNet,2018-04-24,2018-05-29,REC-VIX,GOL,N,
951,ViajaNet,2018-04-24,2018-05-29,REC-VIX,AZUL,M,384
952,ViajaNet,2018-04-24,2018-05-29,REC-VIX,AZUL,T,395
953,ViajaNet,2018-04-24,2018-05-29,REC-VIX,AZUL,N,622
954,ViajaNet,2018-05-29,2018-06-26,REC-VIX,TAM,M,455
955,ViajaNet,2018-05-29,2018-06-26,REC-VIX,TAM,T,455
956,ViajaNet,2018-05-29,2018-06-26,REC-VIX,TAM,N,576
957,ViajaNet,2018-05-29,2018-06-26,REC-VIX,GOL,M,-
958,ViajaNet,2018-05-29,2018-06-26,REC-VIX,GOL,T,-
959,ViajaNet,2018-05-29,2018-06-26,REC-VIX,GOL,N,-
960,ViajaNet,2018-05-29,2018-06-26,REC-VIX,AZUL,M,491
961,ViajaNet,2018-05-29,2018-06-26,REC-VIX,AZUL,T,504
962,ViajaNet,2018-05-29,2018-06-26,REC-VIX,AZUL,N,-
963,ViajaNet,2018-07-31,2018-08-28,REC-VIX,TAM,M,465
964,ViajaNet,2018-07-31,2018-08-28,REC-VIX,TAM,T,465
965,ViajaNet,2018-07-31,2018-08-28,REC-VIX,TAM,N,382
966,ViajaNet,2018-07-31,2018-08-28,REC-VIX,GOL,M,
967,ViajaNet,2018-07-31,2018-08-28,REC-VIX,GOL,T,465
968,ViajaNet,2018-07-31,2018-08-28,REC-VIX,GOL,N,
969,ViajaNet,2018-07-31,2018-08-28,REC-VIX,AZUL,M,644
970,ViajaNet,2018-07-31,2018-08-28,REC-VIX,AZUL,T,829
971,ViajaNet,2018-07-31,2018-08-28,REC-VIX,AZUL,N,
972,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,TAM,M,512
973,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,TAM,T,648
974,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,TAM,N,541
975,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,GOL,M,684
976,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,GOL,T,440
977,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,GOL,N,-
978,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,AZUL,M,678
979,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,AZUL,T,585
980,ViajaNet,2018-01-30,2018-02-27,SSA-VIX,AZUL,N,678
981,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,TAM,M,512
982,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,TAM,T,512
983,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,TAM,N,-
984,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,GOL,M,598
985,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,GOL,T,167
986,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,GOL,N,-
987,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,AZUL,M,437
988,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,AZUL,T,678
989,ViajaNet,2018-02-27,2018-03-27,SSA-VIX,AZUL,N,585
990,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,TAM,M,512
991,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,TAM,T,512
992,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,TAM,N,543
993,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,GOL,M,598
994,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,GOL,T,1212
995,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,GOL,N,-
996,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,AZUL,M,585
997,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,AZUL,T,396
998,ViajaNet,2018-03-27,2018-04-24,SSA-VIX,AZUL,N,585
999,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,TAM,M,
1000,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,TAM,T,
1001,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,TAM,N,
1002,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,GOL,M,477
1003,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,GOL,T,
1004,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,GOL,N,749
1005,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,AZUL,M,446
1006,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,AZUL,T,522
1007,ViajaNet,2018-04-24,2018-05-29,SSA-VIX,AZUL,N,522
1008,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,TAM,M,529
1009,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,TAM,T,669
1010,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,TAM,N,-
1011,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,GOL,M,763
1012,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,GOL,T,-
1013,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,GOL,N,763
1014,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,AZUL,M,1863
1015,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,AZUL,T,669
1016,ViajaNet,2018-05-29,2018-06-26,SSA-VIX,AZUL,N,669
1017,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,TAM,M,336
1018,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,TAM,T,336
1019,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,TAM,N,427
1020,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,GOL,M,964
1021,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,GOL,T,357
1022,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,GOL,N,964
1023,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,AZUL,M,879
1024,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,AZUL,T,538
1025,ViajaNet,2018-07-31,2018-08-28,SSA-VIX,AZUL,N,697
1026,ViajaNet,2018-01-30,2018-02-27,POA-VIX,TAM,M,331
1027,ViajaNet,2018-01-30,2018-02-27,POA-VIX,TAM,T,331
1028,ViajaNet,2018-01-30,2018-02-27,POA-VIX,TAM,N,-
1029,ViajaNet,2018-01-30,2018-02-27,POA-VIX,GOL,M,344
1030,ViajaNet,2018-01-30,2018-02-27,POA-VIX,GOL,T,344
1031,ViajaNet,2018-01-30,2018-02-27,POA-VIX,GOL,N,344
1032,ViajaNet,2018-01-30,2018-02-27,POA-VIX,AZUL,M,334
1033,ViajaNet,2018-01-30,2018-02-27,POA-VIX,AZUL,T,334
1034,ViajaNet,2018-01-30,2018-02-27,POA-VIX,AZUL,N,334
1035,ViajaNet,2018-02-27,2018-03-27,POA-VIX,TAM,M,288
1036,ViajaNet,2018-02-27,2018-03-27,POA-VIX,TAM,T,403
1037,ViajaNet,2018-02-27,2018-03-27,POA-VIX,TAM,N,-
1038,ViajaNet,2018-02-27,2018-03-27,POA-VIX,GOL,M,288
1039,ViajaNet,2018-02-27,2018-03-27,POA-VIX,GOL,T,288
1040,ViajaNet,2018-02-27,2018-03-27,POA-VIX,GOL,N,288
1041,ViajaNet,2018-02-27,2018-03-27,POA-VIX,AZUL,M,278
1042,ViajaNet,2018-02-27,2018-03-27,POA-VIX,AZUL,T,284
1043,ViajaNet,2018-02-27,2018-03-27,POA-VIX,AZUL,N,284
1044,ViajaNet,2018-03-27,2018-04-24,POA-VIX,TAM,M,288
1045,ViajaNet,2018-03-27,2018-04-24,POA-VIX,TAM,T,2858
1046,ViajaNet,2018-03-27,2018-04-24,POA-VIX,TAM,N,-
1047,ViajaNet,2018-03-27,2018-04-24,POA-VIX,GOL,M,288
1048,ViajaNet,2018-03-27,2018-04-24,POA-VIX,GOL,T,-
1049,ViajaNet,2018-03-27,2018-04-24,POA-VIX,GOL,N,-
1050,ViajaNet,2018-03-27,2018-04-24,POA-VIX,AZUL,M,250
1051,ViajaNet,2018-03-27,2018-04-24,POA-VIX,AZUL,T,250
1052,ViajaNet,2018-03-27,2018-04-24,POA-VIX,AZUL,N,256
1053,ViajaNet,2018-04-24,2018-05-29,POA-VIX,TAM,M,
1054,ViajaNet,2018-04-24,2018-05-29,POA-VIX,TAM,T,
1055,ViajaNet,2018-04-24,2018-05-29,POA-VIX,TAM,N,
1056,ViajaNet,2018-04-24,2018-05-29,POA-VIX,GOL,M,244
1057,ViajaNet,2018-04-24,2018-05-29,POA-VIX,GOL,T,224
1058,ViajaNet,2018-04-24,2018-05-29,POA-VIX,GOL,N,224
1059,ViajaNet,2018-04-24,2018-05-29,POA-VIX,AZUL,M,222
1060,ViajaNet,2018-04-24,2018-05-29,POA-VIX,AZUL,T,227
1061,ViajaNet,2018-04-24,2018-05-29,POA-VIX,AZUL,N,227
1062,ViajaNet,2018-05-29,2018-06-26,POA-VIX,TAM,M,274
1063,ViajaNet,2018-05-29,2018-06-26,POA-VIX,TAM,T,274
1064,ViajaNet,2018-05-29,2018-06-26,POA-VIX,TAM,N,2693
1065,ViajaNet,2018-05-29,2018-06-26,POA-VIX,GOL,M,296
1066,ViajaNet,2018-05-29,2018-06-26,POA-VIX,GOL,T,-
1067,ViajaNet,2018-05-29,2018-06-26,POA-VIX,GOL,N,-
1068,ViajaNet,2018-05-29,2018-06-26,POA-VIX,AZUL,M,252
1069,ViajaNet,2018-05-29,2018-06-26,POA-VIX,AZUL,T,252
1070,ViajaNet,2018-05-29,2018-06-26,POA-VIX,AZUL,N,252
1071,ViajaNet,2018-07-31,2018-08-28,POA-VIX,TAM,M,270
1072,ViajaNet,2018-07-31,2018-08-28,POA-VIX,TAM,T,502
1073,ViajaNet,2018-07-31,2018-08-28,POA-VIX,TAM,N,888
1074,ViajaNet,2018-07-31,2018-08-28,POA-VIX,GOL,M,538
1075,ViajaNet,2018-07-31,2018-08-28,POA-VIX,GOL,T,538
1076,ViajaNet,2018-07-31,2018-08-28,POA-VIX,GOL,N,538
1077,ViajaNet,2018-07-31,2018-08-28,POA-VIX,AZUL,M,270
1078,ViajaNet,2018-07-31,2018-08-28,POA-VIX,AZUL,T,539
1079,ViajaNet,2018-07-31,2018-08-28,POA-VIX,AZUL,N,348
1080,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,TAM,M,256
1081,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,TAM,T,256
1082,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,TAM,N,256
1083,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,GOL,M,268
1084,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,GOL,T,268
1085,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,GOL,N,268
1086,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,AZUL,M,238
1087,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,AZUL,T,238
1088,ViajaNet,2018-01-30,2018-02-27,BSB-VIX,AZUL,N,238
1089,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,TAM,M,248
1090,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,TAM,T,248
1091,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,TAM,N,248
1092,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,GOL,M,268
1093,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,GOL,T,268
1094,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,GOL,N,268
1095,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,AZUL,M,238
1096,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,AZUL,T,238
1097,ViajaNet,2018-02-27,2018-03-27,BSB-VIX,AZUL,N,238
1098,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,TAM,M,248
1099,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,TAM,T,248
1100,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,TAM,N,248
1101,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,GOL,M,268
1102,ViajaNet,2018-03-27,2018-04-24,BSB-VIX,GOL,T,268
